"","ID","PREMIUM","TIV","BLDG_LIMIT","DED","POSTALCODE","CITY","DISTRICT","COUNTYCODE","COUNTY","STATECODE","STATE","CRESTA","SUBCRESTA","COUNTRY","LATITUDE","LONGITUDE","ADDRMATCH","NUMBLDGS","BLDGSCHEME","BLDGCLASS","OCCSCHEME","OCCTYPE","NUMSTORIES","YEARBUILT","ELEVATION","DISTCOAST","WINDPOOL","NFIP_RATE","NFIPYEAR","ROOFSYS","ROOFGEOM","ROOFANCH","ROOFAGE","CLADSYS","FRAMEBOLT","CLADDING","EQSLINS","LANDSLIDE","LANDCOV","LIQUEFACT","LIQUECOV","SOILTYPE","SOILCOV","SOILPERIOD","SOILTHICKNESS","dis_min","wind_min","wind_speed","Loss"
"3917","A1246714",300,82995,39459,1000,"15905","JOHNSTOWN","","021","CAMBRIA COUNTY","PA","PENNSYLVANIA","","27780","US",40.30021,-78.92478,2,"1","RMS","1","ATC",1,1,"1940","1417.43005371094","150.761795043945","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",428.307941760958,74.815,35,-1300
"3918","B124686",12867,9891905,1692317,0,"29550","HARTSVILLE","","031","DARLINGTON COUNTY","SC","SOUTH CAROLINA","","22500","US",34.38231,-80.066508,1,"1","RMS","4","ATC",8,3,"1950","213.25","80.397331237793","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",103.044181888165,74.815,35,-12867
"3921","B124701",250,2323376,14143,0,"28601","HICKORY","","035","CATAWBA COUNTY","NC","NORTH CAROLINA","","25860","US",35.73942,-81.314202,1,"1","RMS","4","ATC",13,1,"9999","1087.91003417969","199.678665161133","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",218.7796102663,74.815,35,-250
"3922","A1247069",750,134159,98646,500,"29720","LANCASTER","","057","LANCASTER COUNTY","SC","SOUTH CAROLINA","","","US",34.672182,-80.794568,2,"1","RMS","1","ATC",1,1,"1991","601.200012207031","124.708221435547","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",140.733916491718,74.815,35,-1250
"3923","A1247075",2000,643175,263057,1000,"18080","SLATINGTON","","077","LEHIGH COUNTY","PA","PENNSYLVANIA","","","US",40.751363,-75.605455,2,"1","RMS","2","ATC",1,1,"1900","521.900024414063","72.762092590332","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",397.853451023395,74.815,35,-3000
"3924","A1247204",1500,426153,197293,2500,"74801","SHAWNEE","","125","POTTAWATOMIE COUNTY","OK","OKLAHOMA","","43060","US",35.33495,-96.92383,2,"1","RMS","1","ATC",1,1,"1935","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",972.164633572717,103.59,35,-4000
"3925","F124729",33033,19879426,4344761,0,"04967","PITTSFIELD","","025","SOMERSET COUNTY","ME","MAINE",""," ","US",44.781262,-69.398668,1,"1","RMS","4C","ATC",13,1,"9999","226.990005493164","29.0640506744385","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",663.389526121777,74.815,35,-33033
"3926","B124730",59035,64979020,7764841,0,"12037","CHATHAM","","021","COLUMBIA COUNTY","NY","NEW YORK","","26460","US",42.36889,-73.60053,2,"1","RMS","4C","ATC",12,1,"1964","368.209991455078","81.9672470092773","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",489.762634108298,74.815,35,-59035
"3928","F124745",8967,1179470,1179470,0,"15066","NEW BRIGHTON","","007","BEAVER COUNTY","PA","PENNSYLVANIA","","38300","US",40.73498,-80.312837,1,"1","RMS","0","ATC",13,1,"9999","989.450012207031","228.696990966797","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",493.655051299441,74.815,35,-8967
"3929","A1247491",600,161780,78917,1000,"25674","KERMIT","","059","MINGO COUNTY","WV","WEST VIRGINIA",""," ","US",37.83126,-82.38937,4,"1","RMS","1","ATC",1,1,"1955","834.700012207031","291.612121582031","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",364.640701735844,74.815,35,-1600
"3931","A1247539",1000,148627,131529,1000,"37918","KNOXVILLE","","093","KNOX COUNTY","TN","TENNESSEE","","","US",36.007608,-83.95096,2,"1","RMS","1","ATC",1,1,"1938","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",332.529549335309,74.815,35,-2000
"3932","A1247563",1190,314603,156519,2500,"74105","TULSA","","143","TULSA COUNTY","OK","OKLAHOMA","","","US",36.101225,-95.972143,2,"1","RMS","1","ATC",1,1,"1950","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",929.958866244876,103.59,35,-3690
"3933","F124759",105638,24401051,13894437,2e+06,"34238","SARASOTA","","115","SARASOTA COUNTY","FL","FLORIDA","","","US",27.228212,-82.492497,2,"1","RMS","4","ATC",5,1,"1990","13.8760004043579","0.603904592052122","0","0.100000001490116","1975","4","2","5","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",166.805715147047,120.855,35,-2105638
"3935","A1247700",1424,200390,187281,2500,"30096","DULUTH","","135","GWINNETT COUNTY","GA","GEORGIA","","","US",33.996616,-84.155961,2,"1","RMS","3","ATC",1,1,"1994","956.429992675781","223.678009033203","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",253.118688583234,103.59,35,-3924
"3936","A1247704",1500,520196,197293,1000,"35005","ADAMSVILLE","","073","JEFFERSON COUNTY","AL","ALABAMA","","","US",33.590814,-86.987329,2,"1","RMS","1","ATC",1,1,"1930","609.409973144531","203.158905029297","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",392.932918548087,103.59,35,-2500
"3940","A1247834",1600,478501,210446,1000,"38372","SAVANNAH","","071","HARDIN COUNTY","TN","TENNESSEE","","","US",35.226936,-88.247719,2,"1","RMS","1","ATC",1,1,"1900","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",498.9006909446,103.59,35,-2600
"3942","A1248055",2610,518368,343290,2610,"02726","SOMERSET","","005","BRISTOL COUNTY","MA","MASSACHUSETTS","","39300","US",41.76616,-71.15305,2,"1","RMS","1","ATC",1,1,"1967","104.819999694824","2.86867394382765","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",442.814208478171,74.815,35,-5220
"3945","F124815",95005,24212305,12495900,2e+06,"27613","RALEIGH","","183","WAKE COUNTY","NC","NORTH CAROLINA","","39580","US",35.87129,-78.71803,2,"1","RMS","4","ATC",5,1,"1997","398.079986572266","106.416999816895","0","0","1975","3","4","5","2","6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",146.290822768138,74.815,35,-2095005
"3946","A1248161",1000,323561,131529,1000,"43713","BARNESVILLE","","013","BELMONT COUNTY","OH","OHIO","","48540","US",39.98891,-81.18046,2,"1","RMS","1","ATC",1,1,"1901","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",458.762303401502,74.815,35,-2000
"3947","F124819",96055,27205861,12633983,2e+06,"28405","WILMINGTON","","129","NEW HANOVER COUNTY","NC","NORTH CAROLINA","","","US",34.248549,-77.880621,2,"1","RMS","4","ATC",5,1,"1998","33.0950012207031","5.74037577970541","1","0.100000001490116","1975","4","2","5","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",36.0337500050675,74.815,35,-2096055
"3948","B124823",111438,27282458,14657245,2e+06,"23188","WILLIAMSBURG","","095","JAMES CITY COUNTY","VA","VIRGINIA","","","US",37.271222,-76.7608,2,"1","RMS","4","ATC",5,1,"1998","68.1600036621094","12.8104801177979","0","0","1975","3","4","5","2","6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",188.501752476678,74.815,35,-2111438
"3949","B124838",139424,31803653,18338202,2e+06,"77565","CLEAR LAKE SHORES","","167","GALVESTON COUNTY","TX","TEXAS","","","US",29.539283,-95.022808,2,"1","RMS","4","ATC",5,1,"2002","12.0620002746582","0.447495394601922","1","0.300000011920929","1975","4","2","5","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",859.945368120043,109.345,35,-2139424
"3950","A1248431",450,126925,59188,500,"04630","EAST MACHIAS","","029","WASHINGTON COUNTY","ME","MAINE",""," ","US",44.73528,-67.39294,2,"1","RMS","1","ATC",1,1,"1975","19.6580009460449","2.55622920270684","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",690.086195335353,74.815,35,-950
"3951","A1248466",510,174999,67080,5000,"43612","TOLEDO","","095","LUCAS COUNTY","OH","OHIO","","","US",41.686171,-83.582509,2,"1","RMS","1","ATC",1,1,"1927","0","0","0","0","9999","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",619.674538173215,74.815,35,-5510
"3953","A1248531",1120,260479,147312,1000,"44837","GREENWICH","","077","HURON COUNTY","OH","OHIO","","","US",41.029962,-82.502435,2,"1","RMS","1","ATC",1,1,"1961","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",553.073610876505,74.815,35,-2120
"3954","F124857",132395,34327670,17413754,2e+06,"27587","WAKE FOREST","","183","WAKE COUNTY","NC","NORTH CAROLINA","","","US",35.974184,-78.541852,2,"1","RMS","4","ATC",5,1,"2003","347.489990234375","97.6562881469727","0","0","1975","3","2","5","2","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",151.667693670369,74.815,35,-2132395
"3955","A1248603",500,121006,65764,1000,"47040","RISING SUN","","115","OHIO COUNTY","IN","INDIANA","","","US",38.954021,-84.862403,2,"1","RMS","1","ATC",1,1,"1973","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",512.815113066906,74.815,35,-1500
"3956","B124861",116811,29036583,15364039,2e+06,"29464","MT PLEASANT","","019","CHARLESTON COUNTY","SC","SOUTH CAROLINA","","","US",32.824053,-79.818225,2,"1","RMS","4","ATC",5,1,"2003","15.6230001449585","3.216875311585","1","0.100000001490116","1975","4","2","5","2","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",27.1705024403277,74.815,49.1227771985376,-2116811
"3957","F124862",102524,24306048,13484900,2e+06,"77551","GALVESTON","","167","GALVESTON COUNTY","TX","TEXAS","","","US",29.290676,-94.840334,2,"1","RMS","4","ATC",5,1,"2003","9.14900016784668","0.254379008734358","1","0.300000011920929","1975","4","2","5","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",851.181503429024,109.345,35,-2102524
"3958","F124874",250,22531,17956,4506,"32244","JACKSONVILLE","","031","DUVAL COUNTY","FL","FLORIDA","","","US",30.237067,-81.694909,2,"1","RMS","4","ATC",5,1,"2004","8.91800022125244","18.7461395263672","0","0.100000001490116","1975","3","4","5","2","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",59.5349187063676,109.345,35,-4756
"3959","A1248787",300,64318,39459,1000,"30032","DECATUR","","089","DEKALB COUNTY","GA","GEORGIA","","","US",33.751551,-84.243591,2,"1","RMS","2","ATC",1,1,"1953","942.340026855469","222.591461181641","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",248.973927254395,103.59,35,-1300
"3961","B124880",101326,23976528,13327275,2e+06,"77377","TOMBALL","","201","HARRIS COUNTY","TX","TEXAS","","","US",30.091326,-95.639515,2,"1","RMS","4","ATC",5,1,"2004","180.580001831055","39.1405792236328","0","0","1975","4","2","5","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",893.195238713252,109.345,35,-2101326
"3962","B124888",126806,31246213,16678675,2e+06,"33403","LAKE PARK","","099","PALM BEACH COUNTY","FL","FLORIDA","","33100","US",26.80676,-80.0834,2,"1","RMS","4","ATC",5,1,"2005","11.128999710083","2.97283749023328","1","0.100000001490116","1975","4","2","5","2","6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",58.1344700524961,132.365,35,-2126806
"3963","A1248892",800,265688,105223,1000,"44305","AKRON","","153","SUMMIT COUNTY","OH","OHIO","","","US",41.06551,-81.466333,2,"1","RMS","1","ATC",1,1,"1928","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",533.623171575255,74.815,35,-1800
"3964","B124894",170393,40095019,22411558,2e+06,"33328","DAVIE","","011","BROWARD COUNTY","FL","FLORIDA","","","US",26.04779,-80.249766,2,"1","RMS","4","ATC",5,1,"2005","5.68200016021729","8.5041193626374","0","0.600000023841858","1975","3","2","5","2","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",97.5631884524987,132.365,35,-2170393
"3965","F124897",112475,25856521,14793718,2e+06,"32159","LADY LAKE","","069","LAKE COUNTY","FL","FLORIDA","","36740","US",28.9333282,-81.9405488,1,"1","RMS","4","ATC",5,1,"2005","74.5","42.9605598449707","0","0","1975","3","4","5","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",92.8233187978429,120.855,35,-2112475
"3967","B124903",101517,24231068,13352378,2e+06,"77069","HOUSTON","","201","HARRIS COUNTY","TX","TEXAS","","","US",29.968186,-95.530796,2,"1","RMS","4","ATC",5,1,"2005","124.680000305176","30.4464092254639","0","0","1975","4","2","5","2","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",887.372226900799,109.345,35,-2101517
"3970","A1249099",800,159939,105223,5000,"46121","COATESVILLE","","133","PUTNAM COUNTY","IN","INDIANA","","26900","US",39.72407,-86.70882,2,"1","RMS","1","ATC",1,1,"1998","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",617.782411867789,74.815,35,-5800
"3971","A1249141",600,145208,78917,500,"29611","GREENVILLE","","045","GREENVILLE COUNTY","SC","SOUTH CAROLINA","","","US",34.838197,-82.442816,2,"1","RMS","1","ATC",1,1,"1949","976.359985351563","196.817169189453","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",216.063531203249,74.815,35,-1100
"3972","F124919",116920,27301629,15378393,2e+06,"23322","CHESAPEAKE","","550","CHESAPEAKE CITY","VA","VIRGINIA","","","US",36.658463,-76.233975,2,"1","RMS","4","ATC",5,1,"2006","18.7430000305176","11.9245300292969","0","0.100000001490116","1975","3","4","5","1","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",137.300511334648,74.815,35,-2116920
"3973","A1249191",750,195978,98646,1000,"44320","AKRON","","153","SUMMIT COUNTY","OH","OHIO","","","US",41.067685,-81.565796,2,"1","RMS","1","ATC",1,1,"1953","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",535.618421310449,74.815,35,-1750
"3974","A1331914",2581,425749,339515,2581,"75025","PLANO","","085","COLLIN COUNTY","TX","TEXAS","","","US",33.111958,-96.757391,2,"1","RMS","1","ATC",1,1,"2006","723.450012207031","252.902404785156","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",950.195839297193,103.59,35,-5162
"3976","A1332060",900,214555,118376,1000,"78228","SAN ANTONIO","","029","BEXAR COUNTY","TX","TEXAS","","","US",29.453234,-98.556298,2,"1","RMS","1","ATC",1,1,"1949","734.369995117188","121.358200073242","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1071.90000769666,109.345,35,-1900
"3977","A1332077",500,190290,65764,1000,"78202","SAN ANTONIO","","029","BEXAR COUNTY","TX","TEXAS","","","US",29.424476,-98.446778,2,"1","RMS","1","ATC",1,1,"1938","697.380004882813","117.303916931152","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1065.60511329826,109.345,35,-1500
"3979","B133222",44877,6992662,5902572,0,"78626","GEORGETOWN","","491","WILLIAMSON COUNTY","TX","TEXAS","","","US",30.656464,-97.671445,2,"1","RMS","0","ATC",0,1,"9999","756.469970703125","146.5234375","0","0","1975","4","2","5","0","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1011.98404132202,109.345,35,-44877
"3981","A1332325",400,135710,52611,1000,"75216","DALLAS","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.702519,-96.774106,2,"1","RMS","1","ATC",1,1,"1953","455.089996337891","227.9052734375","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",951.477521608445,103.59,35,-1400
"3982","B13324",29413,1575344,1547435,0,"08619","HAMILTON TOWNSHIP","","021","MERCER COUNTY","NJ","NEW JERSEY","","","US",40.225699,-74.71268,2,"1","RMS","0","NAICS",611310,1,"1948","55.6500015258789","29.5100708007813","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",352.087495425385,74.815,35,-29413
"3983","F133245",644,462357,84639,0,"78116","GILLETT","","255","KARNES COUNTY","TX","TEXAS","","","US",29.10921,-97.73033,4,"1","RMS","0","ATC",0,1,"9999","375.609985351563","72.7654800415039","0","0","1975","4","2","5","0","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1025.74998141208,109.345,35,-644
"3984","B133247",12478,3306098,1641184,0,"75647","GLADEWATER","","183","GREGG COUNTY","TX","TEXAS","","","US",32.536639,-94.944407,2,"1","RMS","0","ATC",0,1,"9999","346.130004882813","189.114166259766","0","0","1975","4","2","5","0","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",845.170746022111,103.59,35,-12478
"3985","B133252",5384,2444148,708127,0,"75140","GRAND SALINE","","467","VAN ZANDT COUNTY","TX","TEXAS","","","US",32.67571,-95.7104,2,"1","RMS","0","ATC",0,1,"9999","425.149993896484","201.972930908203","0","0","1975","4","2","5","0","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",889.597760708588,103.59,35,-5384
"3990","F133274",4472,1021448,588254,0,"75058","GUNTER","","181","GRAYSON COUNTY","TX","TEXAS","","43300","US",33.44708,-96.74479,2,"1","RMS","0","ATC",0,1,"9999","722.330017089844","271.979187011719","0","0","1975","4","2","5","0","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",949.832160522104,103.59,35,-4472
"3991","A1332750",1303,218684,171413,1303,"78723","AUSTIN","","453","TRAVIS COUNTY","TX","TEXAS","","","US",30.316597,-97.687935,2,"1","RMS","1","ATC",1,1,"2000","648.880004882813","128.022583007813","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1014.27825662138,109.345,35,-2606
"3993","F13329",250,4671,3288,0,"08530","LAMBERTVILLE","","019","HUNTERDON COUNTY","NJ","NEW JERSEY","","35620","US",40.38714,-74.88842,2,"1","RMS","0","NAICS",611310,1,"1959","353.720001220703","32.3818588256836","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",364.697937263133,74.815,35,-250
"3995","B13330",500,26307,26306,0,"08530","LAMBERTVILLE","","019","HUNTERDON COUNTY","NJ","NEW JERSEY","","","US",40.364686,-74.928673,5,"1","RMS","0","NAICS",611310,1,"1994","252.7213054","35.3011457468","0","0.1","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",363.570739291096,74.815,35,-500
"3996","F133305",10375,1506704,1364668,0,"75062","IRVING","","113","DALLAS COUNTY","TX","TEXAS","","19100","US",32.8533,-96.99184,2,"1","RMS","0","ATC",0,1,"9999","492.720001220703","239.370986938477","0","0","1975","4","2","5","0","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",963.919164038863,103.59,35,-10375
"3999","A1333191",700,178474,92070,3500,"78574","MISSION","","215","HIDALGO COUNTY","TX","TEXAS","","32580","US",26.25486,-98.35947,2,"1","RMS","1","ATC",1,1,"1989","166.259994506836","58.006778717041","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1109.23054033974,109.345,35,-4200
"4000","F133327",22386,9716078,2944364,0,"75766","JACKSONVILLE","","073","CHEROKEE COUNTY","TX","TEXAS","","","US",31.964026,-95.271145,2,"1","RMS","0","ATC",0,1,"9999","524.489990234375","149.923904418945","0","0","1975","4","2","5","0","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",866.159125855218,103.59,35,-22386
"4001","B133331",7146,3900824,939866,0,"78636","JOHNSON CITY","","031","BLANCO COUNTY","TX","TEXAS","","","US",30.27803,-98.41311,4,"1","RMS","0","ATC",0,1,"9999","1220.42004394531","151.627136230469","0","0","1975","4","2","5","0","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1057.67775809785,109.345,35,-7146
"4002","A1333316",632,157286,83064,1000,"75241","DALLAS","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.661986,-96.813384,2,"1","RMS","1","ATC",1,1,"1971","608.130004882813","224.476623535156","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",953.840308844814,103.59,35,-1632
"4003","A1333341",1438,246366,189151,1438,"76110","FT WORTH","","439","TARRANT COUNTY","TX","TEXAS","","","US",32.726053,-97.342209,2,"1","RMS","1","ATC",1,1,"1948","607.830017089844","245.51220703125","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",984.491228082987,103.59,35,-2876
"4004","B133339",44321,17598798,5829465,0,"75662","KILGORE","","183","GREGG COUNTY","TX","TEXAS","","30980","US",32.38555,-94.87349,2,"1","RMS","0","ATC",0,1,"9999","359.25","175.153289794922","0","0","1975","4","2","5","0","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",841.343266231099,103.59,35,-44321
"4005","A1333427",800,193418,105223,1000,"76020","AZLE","","367","PARKER COUNTY","TX","TEXAS","","","US",32.950731,-97.546326,2,"1","RMS","1","ATC",1,1,"1975","717.130004882813","263.450042724609","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",996.018200945385,103.59,35,-1800
"4006","A1333546",1141,199241,150010,5703,"78681","ROUND ROCK","","491","WILLIAMSON COUNTY","TX","TEXAS","","","US",30.491654,-97.688586,2,"1","RMS","1","ATC",1,1,"1977","770","134.119247436523","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1013.57389288338,109.345,35,-6844
"4008","F133365",113558,71708657,14936125,0,"75067","LEWISVILLE","","121","DENTON COUNTY","TX","TEXAS","","","US",33.042757,-97.008502,2,"1","RMS","0","ATC",0,1,"9999","573.010009765625","254.265869140625","0","0","1975","4","2","5","0","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",964.753205587367,103.59,35,-113558
"4010","B133374",10317,6224326,1356976,0,"78643","LLANO","","299","LLANO COUNTY","TX","TEXAS","","","US",30.74825,-98.67566,2,"1","RMS","0","ATC",0,1,"9999","1046.85998535156","184.909103393555","0","0","1975","4","2","5","0","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1071.37947068151,109.345,35,-10317
"4011","F133388",6886,4217238,905726,0,"76856","MASON","","319","MASON COUNTY","TX","TEXAS","","","US",30.75094,-99.23189,4,"1","RMS","0","ATC",0,1,"9999","1569.01000976563","210.013244628906","0","0","1975","4","2","5","0","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1104.40748264798,109.345,35,-6886
"4012","B133395",465,377817,61129,0,"75433","MILLER GROVE","","223","HOPKINS COUNTY","TX","TEXAS","","44860","US",33.02033,-95.80244,2,"1","RMS","0","ATC",0,1,"9999","549.919982910156","230.156967163086","0","0","1975","4","2","5","0","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",894.796147067482,103.59,35,-465
"4014","F133406",7895,2435423,1038373,0,"78140","NIXON","","177","GONZALES COUNTY","TX","TEXAS","","","US",29.51549,-97.69109,4,"1","RMS","0","ATC",0,1,"9999","410.799987792969","83.61279296875","0","0","1975","4","2","5","0","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1019.65798458709,109.345,35,-7895
"4015","B13341",250,2073,2072,0,"07080","SOUTH PLAINFIELD","","023","MIDDLESEX COUNTY","NJ","NEW JERSEY","","","US",40.592696,-74.430649,2,"1","RMS","0","NAICS",611310,1,"9999","68.2300033569336","10.5786895751953","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",375.218393130226,74.815,35,-250
"4017","F133424",11042,2343591,1452299,0,"75074","PLANO","","085","COLLIN COUNTY","TX","TEXAS","","","US",33.029709,-96.701559,2,"1","RMS","0","ATC",0,1,"9999","687.960021972656","246.601348876953","0","0","1975","4","2","5","0","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",946.952926894065,103.59,35,-11042
"4018","A1334456",1082,200832,142302,1082,"75702","TYLER","","423","SMITH COUNTY","TX","TEXAS","","","US",32.345897,-95.285272,2,"1","RMS","3","ATC",1,1,"1949","537.25","177.127914428711","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",865.494562508705,103.59,35,-2164
"4019","A1334521",1393,266380,183281,1393,"76201","DENTON","","121","DENTON COUNTY","TX","TEXAS","","","US",33.222798,-97.148857,2,"1","RMS","1","ATC",1,1,"1950","659.72998046875","269.160278320313","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",972.91043402919,103.59,35,-2786
